,engine,adequacy,fluency,rdf,lex,translation
118,cubbitt,5.0,5.0,,"The tenant of the AC Hotel Bella Sky Copenhagen is Marriott International, the company that is located in Bethesda, Maryland.","Nájemcem AC Hotelu Bella Sky Copenhagen je společnost Marriott International, která sídlí v Bethesdě ve státě Maryland."
119,cubbitt,5.0,4.0,,The tenant of the AC Hotel Bella Sky Copenhagen is the Marriott International Hotel which has its office at Bethesda Maryland.,"Nájemcem AC Hotelu Bella Sky Copenhagen je Marriott International Hotel, který má svou kancelář v Bethesdě Maryland."
120,cubbitt,5.0,5.0,,William Anders served as Chief of the Astronaut Office in 1976 and had a title as the United States Ambassador to Norway.,William Anders působil jako šéf úřadu astronautů v roce 1976 a měl titul velvyslance Spojených států v Norsku.
121,cubbitt,5.0,1.0,,William Anders time as Chief of the Astronaut Office in 1976 has prepared him well for his new position as United States Ambassador to Norway.,William Anders čas jako šéf Astronaut Office v roce 1976 ho dobře připravil na jeho novou pozici velvyslance Spojených států v Norsku.
122,cubbitt,5.0,5.0,,"The United States Ambassador to Norway, William Anders, served as Chief of the Astronaut Office in 1976.",Velvyslanec Spojených států v Norsku William Anders působil v roce 1976 jako šéf úřadu astronautů.
123,cubbitt,5.0,5.0,,French Guiana is the location of the Guiana Space Centre.,Ve Francouzské Guyaně se nachází vesmírné středisko Guyana.
124,cubbitt,5.0,5.0,,The Guiana Space Centre is located in French Guiana.,Vesmírné středisko Guyana se nachází ve Francouzské Guyaně.
125,cubbitt,5.0,5.0,,"The dish Arem arem originates from Indonesia, more specifically Java. Indonesia's leader's name is Joko Widodo. and the currency is the rupiah. The language is Indonesian.","Pokrm Arem arem pochází z Indonésie, přesněji z Jávy. Jméno vůdce Indonésie je Joko Widodo. a měnou je rupie. Jazykem je indonéština."
126,cubbitt,5.0,5.0,,"The dish arem arem is found nationwide in Indonesia, but is more specific to Java. In Indonesia, the currency is called the Indonesian rupiah, the language spoken is Indonesian and a leader is Joko Widodo.","Pokrm arem arem se vyskytuje celostátně v Indonésii, ale je více specifický pro Jávu. V Indonésii se měna nazývá indonéská rupie, mluveným jazykem je indonéština a vůdcem je Joko Widodo."
127,cubbitt,4.0,4.0,,"Arem-arem, is predominant in Indonesia's Java. Indonesia is led by Joko Widodo, hails the currency rupiah and the Indonesian language is spoken.","Arem-arem, převládá v indonéské Jávě. Indonésii vede Joko Widodo, volá měnu rupiah a mluví se indonéským jazykem."
128,cubbitt,4.0,4.0,,AmeriGas works in the country of the United States.,AmeriGas pracuje v zemi Spojených států.
129,cubbitt,5.0,5.0,,AmeriGas's home country is the United States.,Domovskou zemí AmeriGas jsou Spojené státy.
130,cubbitt,4.0,4.0,,AmeriGas is working in the United States.,AmeriGas pracuje ve Spojených státech.
131,cubbitt,5.0,4.0,,AmeriGas is located in the country of the United States.,AmeriGas se nachází v zemi Spojených států.
132,cubbitt,5.0,5.0,,"Appletone International Airport, which serves the city of Appleton, is found in Greenville, Wisconsin in the U.S.A. Greenville is part of the town of Menasha and Ellington.","Letiště Appletone International Airport, které obsluhuje město Appleton, se nachází v Greenville ve státě Wisconsin v USA. Greenville je součástí města Menasha a Ellington."
133,cubbitt,5.0,4.0,,"The Appleton International Airport is located in Greenville, Wisconsin, United States and serves the city of Appleton, Wisconsin. Greenville is part of the town of Menasha and Ellington, Wisconsin.",Letiště Appleton International Airport se nachází v Greenville ve Wisconsinu ve Spojených státech a obsluhuje město Appleton ve Wisconsinu. Greenville je součástí města Menasha a Ellington ve Wisconsinu.
134,cubbitt,5.0,4.0,,"The bacon sandwich comes from the United Kingdom. Its main ingredients are bread and bacon and a condiment, often ketchup or brown sauce. It is known by several different names including: Bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm and bacon muffin. The BLT is a variant of the bacon sandwich.","Sendvič se slaninou pochází ze Spojeného království. Jeho hlavními ingrediencemi jsou chléb se slaninou a koření, často kečup nebo hnědá omáčka. Je známý pod několika různými názvy včetně: Bacon butty, slaninový sarnie, sendvič rasher, slaninový sanger, piece 'n slanina, slaninový kukuřičný klas, slaninový barm a slaninový muffin. BLT je variantou slaninového sendviče."
135,cubbitt,4.0,3.0,,"Bacon sandwiches (made with bread) are popular in the UK where it is also known as a bacon butty, bacon sarnie, rasher sandwich, bacon sanger, piece 'n bacon, bacon cob, bacon barm, or bacon muffin. Variations on the sandwich include the BLT and it can be served with ketchup or brown sauce as a condiment.","Slaninové sendviče (vyrobené s chlebem) jsou populární ve Velké Británii, kde je také známý jako slaninový butty, slaninový sarnie, rasher sendvič, slaninový sanger, piece 'n slanina, slaninový cob, slaninový barm, nebo slaninový muffin. Variace na sendvič patří BLT a může být podáván s kečupem nebo hnědou omáčkou jako koření."
136,cubbitt,5.0,5.0,,Aaron Boogaard was born on 11/08/1986 in Saskatchewan and played for the Wichita Thunder club.,Aaron Boogaard se narodil 11/08/1986 v Saskatchewanu a hrál za klub Wichita Thunder.
137,cubbitt,5.0,5.0,,"Aaron Boogaard, who plays for Wichita Thunder, was born in Saskatchewan on August 11th 1986.","Aaron Boogaard, který hraje za Wichita Thunder, se narodil v Saskatchewanu 11. srpna 1986."
138,cubbitt,5.0,5.0,,Aaron Boogaard was born in Saskatchewan on August 11th 1986. His club is Wichita Thunder.,Aaron Boogaard se narodil v Saskatchewanu 11. srpna 1986. Jeho klub je Wichita Thunder.
139,cubbitt,5.0,5.0,,"Anderson, Indiana is led by the Democratic Party of the US.",Andersona v Indianě vede Demokratická strana USA.
140,cubbitt,5.0,4.5,,"Chinabank, with net income of 15,100,000,000, employs 5594 workers to provide banking services at 295 banking centers.","Chinabank s čistým příjmem 15 100 000 000 zaměstnává 5594 pracovníků, kteří poskytují bankovní služby ve 295 bankovních centrech."
141,cubbitt,5.0,5.0,,Chinabank now has 295 banks with 5594 employees earning them a net income of 15100000000.,"Chinabank má nyní 295 bank s 5594 zaměstnanci, kteří jim vydělávají čistý příjem 15100000000."
142,cubbitt,5.0,4.5,,"Chinabank offers banking service at its 295 locations boasting 5594 employees and total net income of 15,100,000,000.","Chinabank nabízí bankovní služby na svých 295 místech, kde se může pochlubit 5594 zaměstnanci a celkovým čistým příjmem 15 100 000 000."
143,cubbitt,5.0,5.0,,"One of the ethnic groups in the United States are the African Americans. The US is where you will find Angola, part of Steuben County in Indiana.","Jednou z etnických skupin ve Spojených státech jsou Afroameričané. V USA najdete Angolu, část okresu Steuben v Indianě."
144,cubbitt,5.0,4.0,,"Angola is in Steuben County, Indiana, United States and the African americans are an ethnic group of the country.",Angola leží v okrese Steuben County ve státě Indiana ve Spojených státech amerických a afričtí Američané jsou etnickou skupinou země.
145,cubbitt,5.0,5.0,,"Angola, Indiana is part of Steuben County in the U.S. and one of the country's ethnic groups are African Americans.",Angola v Indianě je součástí okresu Steuben County v USA a jednou z etnických skupin v zemi jsou Afroameričané.
146,cubbitt,5.0,5.0,,Country music originated from blues music.,Country hudba vznikla z bluesové hudby.
147,cubbitt,5.0,5.0,,The stylistic origin of country music is blues.,Stylovým původem country hudby je blues.
148,cubbitt,5.0,5.0,,The singer Andra is associated with the band CRBL.,Zpěvačka Andra je spojována se skupinou CRBL.
149,cubbitt,5.0,5.0,,"Monroe Township, Madison County, Indiana is in the U.S.","Monroe Township, Madison County, Indiana je v USA."
150,cubbitt,5.0,5.0,,"Monroe Township, Madison County, Indiana is situated within the United States.",Monroe Township se nachází v okrese Madison County ve státě Indiana ve Spojených státech amerických.
151,cubbitt,4.0,4.0,,The singer Andra's genre is rhythm and blues which has funk as a derivative.,"Žánrem zpěvačky Andry je rhythm and blues, které má funk jako derivát."
152,cubbitt,4.0,4.0,,"Andra sings rhythm and blues, of which funk is a derivative.","Andra zpívá rhythm and blues, jehož derivátem je funk."
153,cubbitt,3.0,3.0,,"Andra is a rhythm and blues artist, which is derived from Funk.","Andra je rhythm and bluesová umělkyně, která je odvozena od Funku."
154,cubbitt,5.0,5.0,,Alex Tyus plays for Pallacanestro Cantu in the Turkish Basketball Super League.,Alex Tyus hraje za Pallacanestro Cantu v turecké basketbalové Superlize.
155,cubbitt,5.0,5.0,,Alex Tyus plays with the club Pallacanestro Cantù in the Turkish Basketball Super League.,Alex Tyus hraje s klubem Pallacanestro Cantù v turecké basketbalové Superlize.
156,cubbitt,4.0,3.0,,"Written in English, Above the Veil followed the book Aenir which has the ISBN number 0-439-17684-0.","Napsáno v angličtině, Nad závojem následoval knihu Aenir, která má ISBN číslo 0-439-17684-0."
157,cubbitt,5.0,4.0,,"Aenir has the ISBN number 0-439-17684-0. It was followed up by Above the Veil, which is written in English.","Aenir má ISBN číslo 0-439-17684-0. Následovalo dílo Above the Veil, které je psáno v angličtině."
158,cubbitt,5.0,5.0,,"Aenir has a ISBN number of 0-439-17684-0 and is a prequel to the English book ""Above the Veil"".",Aenir má ISBN číslo 0-439-17684-0 a je prequelem anglické knihy „Above the Veil“.
159,cubbitt,5.0,5.0,,"The Colombian dish, Bandeja paisa, is from the Antioquia Department region, and includes avocado which is part of the Lauraceae family.","Kolumbijské jídlo, Bandeja paisa, pochází z regionu departementu Antioquia a obsahuje avokádo, které je součástí čeledi Lauraceae."
160,cubbitt,5.0,4.0,,"Avocado, part of the Lauraceae family, is one of the ingredients of Bandeja paisa, a typical Colombian dish from the Antioquia Department region.","Avokádo, patřící do rodiny Lauraceae, je jednou z ingrediencí Bandeja paisa, typického kolumbijského pokrmu z regionu departementu Antioquia."
161,cubbitt,5.0,4.0,,"Bandeja paisa is a dish from the Antioquia Department region of Colombia. Avocado, which is part of the Lauraceae family, is one of the ingredients.","Bandeja paisa je pokrm z kolumbijského departementu Antioquia. Avokádo, které patří do čeledi Lauraceae, je jednou z ingrediencí."
162,cubbitt,5.0,5.0,,Alfredo Zitarrosa is signed with the record label Odeon Records.,Alfredo Zitarrosa podepsal smlouvu s nahrávacím vydavatelstvím Odeon Records.
163,cubbitt,5.0,5.0,,Alfredo Zitarrosa was signed to Odeon Records.,Alfredo Zitarrosa podepsal smlouvu s Odeon Records.
164,cubbitt,5.0,4.0,,Alfredo Zitarrosa's recording label is Odeon Records.,Nahrávací vydavatelství Alfreda Zitarrosy je Odeon Records.
165,cubbitt,5.0,5.0,,"The College of William and Mary own Alan B Miller Hall which was completed on 1 June 2009 at 101 Ukrop Way, Virginia.","College of William and Mary vlastní Alan B Miller Hall, která byla dokončena 1. června 2009 na 101 Ukrop Way ve Virginii."
166,cubbitt,5.0,5.0,,"Alan B. Miller Hall, completed on 1st June 2009, is owned by The College of William and Mary and is situated in 101 Ukrop Way, Virginia.","Alan B. Miller Hall, dokončená 1. června 2009, je ve vlastnictví The College of William and Mary a nachází se na 101 Ukrop Way ve Virginii."
167,cubbitt,5.0,5.0,,"The College of William and Mary own Alan B. Miller Hall. Alan B. Miller Hall is situated at 101 Ukrop Way, Virginia and it was completed on the 1st June, 2009.",College of William and Mary vlastní Alan B. Miller Hall. Alan B. Miller Hall se nachází na adrese 101 Ukrop Way ve Virginii a byla dokončena 1. června 2009.
168,cubbitt,5.0,5.0,,"The United States Air Force, who operated Al Asad airbase, deploy the aircraft fighter known as General Dynamics F-16 Fighting Falcon.","Letectvo Spojených států, které provozovalo leteckou základnu Al Asad, nasadilo stíhací letoun General Dynamics F-16 Fighting Falcon."
